fiscalDateEnding	reportedCurrency	totalAssets	totalCurrentAssets	cashAndCashEquivalentsAtCarryingValue	cashAndShortTermInvestments	inventory	currentNetReceivables	totalNonCurrentAssets	propertyPlantEquipment	accumulatedDepreciationAmortizationPPE	intangibleAssets	intangibleAssetsExcludingGoodwill	goodwill	investments	longTermInvestments	shortTermInvestments	otherCurrentAssets	otherNonCurrentAssets	totalLiabilities	totalCurrentLiabilities	currentAccountsPayable	deferredRevenue	currentDebt	shortTermDebt	totalNonCurrentLiabilities	capitalLeaseObligations	longTermDebt	currentLongTermDebt	longTermDebtNoncurrent	shortLongTermDebtTotal	otherCurrentLiabilities	otherNonCurrentLiabilities	totalShareholderEquity	treasuryStock	retainedEarnings	commonStock	commonStockSharesOutstanding
2023-12-31	USD	191572000000	43269000000	7079000000	17955000000	11127000000	3461000000	51796000000	96647000000	None	32180000000	4589000000	27591000000	22999000000	5000000	17955000000	3706000000	13647000000	85982000000	28053000000	8578000000	None	2288000000	0	56340000000	None	49266000000	2300000000	46978000000	49266000000	12425000000	6576000000	105590000000	None	69156000000	36649000000	4228000000
2022-12-31	USD	182103000000	50407000000	11144000000	17194000000	13224000000	4271000000	129731000000	80860000000	93386000000	33609000000	6018000000	27591000000	32335000000	10000000	17194000000	4712000000	11315000000	80680000000	32155000000	9595000000	None	4367000000	3900000000	46662000000	None	38107000000	423000000	37684000000	42007000000	11858000000	8978000000	101423000000	None	70405000000	31580000000	4137000000
2021-12-31	USD	168406000000	58558000000	4827000000	2103000000	10776000000	9480000000	105280000000	63245000000	85294000000	34233000000	7270000000	26963000000	34195000000	856000000	2103000000	2130000000	6072000000	73015000000	27462000000	5747000000	683000000	4591000000	0	45553000000	None	38101000000	4591000000	33510000000	38101000000	11513000000	5071000000	95391000000	None	68265000000	28006000000	4070000000
2020-12-31	USD	153091000000	47249000000	5865000000	2292000000	8427000000	6913000000	103760000000	56584000000	77645000000	35997000000	9026000000	26971000000	27772000000	2210000000	2292000000	2745000000	5917000000	72018000000	24754000000	5581000000	3242000000	2504000000	2504000000	43456000000	None	36401000000	2500000000	33897000000	36401000000	12670000000	3614000000	81073000000	None	56233000000	25556000000	4062000000
2019-12-31	USD	136524000000	31239000000	4194000000	1082000000	8744000000	7735000000	103550000000	55386000000	73321000000	37103000000	10827000000	26276000000	15851000000	3313000000	1082000000	1713000000	5553000000	59020000000	22310000000	4128000000	3409000000	3693000000	3693000000	34511000000	None	29003000000	3700000000	25308000000	29003000000	10636000000	2916000000	77504000000	None	53523000000	25261000000	4290000000
2018-12-31	USD	127963000000	28787000000	3019000000	5807000000	7253000000	6884000000	96744000000	48976000000	65342000000	36349000000	11836000000	24513000000	16370000000	5012000000	2788000000	3162000000	4421000000	53400000000	16626000000	3824000000	4758000000	1261000000	500000000	36355000000	None	25859000000	761000000	25098000000	26359000000	7919000000	2646000000	74563000000	None	50172000000	25365000000	4516000000
2017-12-31	USD	123249000000	29500000000	3433000000	14002000000	6983000000	5678000000	107013000000	41109000000	59286000000	37134000000	12745000000	24389000000	24418000000	12404000000	10569000000	2908000000	3215000000	53596000000	17421000000	2928000000	1656000000	1776000000	37000000	40012000000	None	26776000000	1739000000	25037000000	26813000000	7535000000	3791000000	69653000000	None	42083000000	26074000000	4687000000
2016-12-31	USD	113327000000	35508000000	5560000000	17099000000	5553000000	4776000000	93440000000	36171000000	53934000000	23593000000	9494000000	14099000000	30422000000	15322000000	11539000000	2956000000	7159000000	47101000000	20302000000	2475000000	1783000000	4634000000	4634000000	26042000000	None	25258000000	4609000000	20649000000	29892000000	6090000000	3538000000	66226000000	None	40747000000	25373000000	4730000000
2015-12-31	USD	101459000000	38320000000	15308000000	25313000000	5167000000	5255000000	76043000000	31858000000	51538000000	15265000000	3933000000	11332000000	33853000000	12374000000	10005000000	2982000000	8165000000	40374000000	15646000000	2063000000	2718000000	2634000000	41000000	25530000000	None	22707000000	2602000000	20036000000	22748000000	4607000000	2841000000	61085000000	None	37614000000	23411000000	4725000000
2014-12-31	USD	91900000000	27730000000	2561000000	14054000000	4273000000	4427000000	76977000000	33238000000	46471000000	15307000000	4446000000	10861000000	25316000000	12335000000	11493000000	3018000000	6505000000	36035000000	16011000000	2748000000	2688000000	1596000000	516000000	19160000000	None	13195000000	1088000000	12059000000	30066000000	4895000000	3278000000	55865000000	None	33418000000	21781000000	4748000000
2013-12-31	USD	92358000000	32084000000	5674000000	20087000000	4172000000	3582000000	71228000000	31428000000	41988000000	15663000000	5150000000	10513000000	20394000000	10002000000	14413000000	1649000000	5489000000	34102000000	13568000000	2969000000	2602000000	281000000	281000000	20534000000	None	13165000000	0	13165000000	281000000	4078000000	2972000000	58256000000	None	35477000000	21536000000	4967000000
2012-12-31	USD	84351000000	31358000000	8478000000	18162000000	4734000000	3833000000	59546000000	27983000000	38063000000	15945000000	6235000000	9710000000	29594000000	5909000000	9684000000	2512000000	4148000000	33148000000	12898000000	3023000000	None	312000000	312000000	20250000000	None	42686000000	None	13136000000	42998000000	3644000000	3702000000	51203000000	None	32138000000	19464000000	4944000000
2011-12-31	USD	71119000000	25872000000	5065000000	14837000000	4096000000	3650000000	49417000000	23627000000	34446000000	15521000000	6267000000	9254000000	23923000000	3120000000	9772000000	1589000000	4648000000	25208000000	12028000000	2956000000	None	247000000	247000000	13180000000	None	24534000000	None	7084000000	24781000000	2814000000	3479000000	45911000000	None	29656000000	17036000000	5000000000
2010-12-31	USD	63186000000	31611000000	5498000000	21885000000	3757000000	2867000000	39290000000	17899000000	32582000000	5391000000	860000000	4531000000	22097000000	5825000000	16387000000	1614000000	4251000000	13756000000	9327000000	2290000000	None	38000000	38000000	4239000000	None	2077000000	None	2077000000	2077000000	2357000000	1426000000	49430000000	None	32919000000	16178000000	5511000000
2009-12-31	USD	53095000000	21157000000	3987000000	13920000000	2935000000	2273000000	36890000000	17225000000	30597000000	5304000000	883000000	4421000000	16135000000	4952000000	9933000000	813000000	5340000000	11391000000	7591000000	1883000000	None	172000000	15000000	3607000000	None	2049000000	157000000	2049000000	2221000000	1722000000	1003000000	41704000000	None	26318000000	14993000000	5523000000
2008-12-31	USD	50472000000	19871000000	3350000000	3350000000	3744000000	None	30844000000	17574000000	30544000000	775000000	775000000	3932000000	None	None	5331000000	1182000000	5819000000	10926000000	7818000000	2390000000	None	102000000	102000000	3809000000	None	1886000000	None	1185000000	2724000000	1901000000	1141000000	39546000000	None	26537000000	12944000000	5562000000
